region_code,region,item,element,unit,year,amount
015,Northern Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
015,Northern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,37.6
015,Northern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,37.4
015,Northern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,94.6
015,Northern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,94.2
746,Northern Africa (excluding Sudan),"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,33.0
746,Northern Africa (excluding Sudan),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,68.1
018,Southern Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.28
018,Southern Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
018,Southern Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
018,Southern Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
018,Southern Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
018,Southern Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
018,Southern Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
018,Southern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,60.7
018,Southern Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,60.9
018,Southern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,41.2
018,Southern Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,41.4
011,Western Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.06
011,Western Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
011,Western Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
011,Western Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
011,Western Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
011,Western Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
011,Western Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
011,Western Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,66.5
011,Western Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,66.5
011,Western Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,270.5
011,Western Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,270.6
202,Sub-Saharan Africa,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.18
202,Sub-Saharan Africa,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
202,Sub-Saharan Africa,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
202,Sub-Saharan Africa,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
202,Sub-Saharan Africa,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
202,Sub-Saharan Africa,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
202,Sub-Saharan Africa,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
202,Sub-Saharan Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,70.2
202,Sub-Saharan Africa,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,70.3
202,Sub-Saharan Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,769.3
202,Sub-Saharan Africa,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,770.8
021,Northern America,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,2.84
021,Northern America,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
021,Northern America,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
021,Northern America,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
021,Northern America,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
021,Northern America,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
021,Northern America,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
021,Northern America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,4.1
021,Northern America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,4.1
021,Northern America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,15.4
021,Northern America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,15.4
013,Central America,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.46
013,Central America,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
013,Central America,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
013,Central America,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
013,Central America,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
013,Central America,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
013,Central America,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
013,Central America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,28.7
013,Central America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,27.9
013,Central America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,50.2
013,Central America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,48.9
420,Latin America,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.54
420,Latin America,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
420,Latin America,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
420,Latin America,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
420,Latin America,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
420,Latin America,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
420,Latin America,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
420,Latin America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,26.8
420,Latin America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,26.5
420,Latin America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,160.2
420,Latin America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,158.7
419,Latin America and the Caribbean,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.78
419,Latin America and the Caribbean,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
419,Latin America and the Caribbean,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
419,Latin America and the Caribbean,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
419,Latin America and the Caribbean,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
419,Latin America and the Caribbean,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
419,Latin America and the Caribbean,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
419,Latin America and the Caribbean,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,28.1
419,Latin America and the Caribbean,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,27.8
419,Latin America and the Caribbean,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,180.3
419,Latin America and the Caribbean,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,178.7
029,Caribbean,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,4.04
029,Caribbean,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
029,Caribbean,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
029,Caribbean,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
029,Caribbean,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
029,Caribbean,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
029,Caribbean,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
029,Caribbean,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,46.1
029,Caribbean,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,46.0
029,Caribbean,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,20.1
029,Caribbean,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,20.0
005,South America,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.6
005,South America,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
005,South America,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
005,South America,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
005,South America,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
005,South America,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
005,South America,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
005,South America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,26.0
005,South America,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,25.9
005,South America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,109.9
005,South America,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,109.8
513,Northern America and Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,2.96
513,Northern America and Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
513,Northern America and Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
513,Northern America and Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
513,Northern America and Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
513,Northern America and Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
513,Northern America and Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
513,Northern America and Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,6.2
513,Northern America and Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,6.3
513,Northern America and Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,69.9
513,Northern America and Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,70.4
142,Asia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.36
142,Asia,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
142,Asia,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
142,Asia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
142,Asia,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
142,Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
142,Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
142,Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,35.3
142,Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,37.2
142,Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,1640.2
142,Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,1729.1
143,Central Asia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.1
143,Central Asia,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
143,Central Asia,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
143,Central Asia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
143,Central Asia,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
143,Central Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
143,Central Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
143,Central Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,17.6
143,Central Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,17.6
143,Central Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,13.2
143,Central Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,13.2
030,Eastern Asia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,4.36
030,Eastern Asia,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
030,Eastern Asia,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
030,Eastern Asia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
030,Eastern Asia,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
030,Eastern Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
030,Eastern Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
030,Eastern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,20.9
030,Eastern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,20.2
030,Eastern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,348.4
030,Eastern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,335.2
034,Southern Asia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.43
034,Southern Asia,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
034,Southern Asia,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
034,Southern Asia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
034,Southern Asia,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
034,Southern Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
034,Southern Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
034,Southern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,51.1
034,Southern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,54.6
034,Southern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,1002.9
034,Southern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,1070.3
127,Southern Asia (excluding India),"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.5
127,Southern Asia (excluding India),"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
127,Southern Asia (excluding India),"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
127,Southern Asia (excluding India),"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
127,Southern Asia (excluding India),"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
127,Southern Asia (excluding India),"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
127,Southern Asia (excluding India),"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
127,Southern Asia (excluding India),"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,48.9
127,Southern Asia (excluding India),"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,48.5
127,Southern Asia (excluding India),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,279.8
127,Southern Asia (excluding India),"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,277.6
035,South-eastern Asia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.72
035,South-eastern Asia,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
035,South-eastern Asia,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
035,South-eastern Asia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
035,South-eastern Asia,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
035,South-eastern Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
035,South-eastern Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
035,South-eastern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,35.0
035,South-eastern Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,35.6
035,South-eastern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,234.3
035,South-eastern Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,238.0
145,Western Asia,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,2.85
145,Western Asia,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
145,Western Asia,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
145,Western Asia,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
145,Western Asia,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
145,Western Asia,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
145,Western Asia,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
145,Western Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,14.6
145,Western Asia,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,21.8
145,Western Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,41.5
145,Western Asia,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,61.7
150,Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,2.97
150,Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
150,Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
150,Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
150,Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
150,Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
150,Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
150,Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,7.3
150,Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,7.3
150,Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,54.5
150,Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,55.0
151,Eastern Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.06
151,Eastern Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
151,Eastern Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
151,Eastern Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
151,Eastern Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
151,Eastern Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
151,Eastern Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
151,Eastern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,9.9
151,Eastern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,9.9
151,Eastern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,29.0
151,Eastern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,29.2
154,Northern Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,2.77
154,Northern Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
154,Northern Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
154,Northern Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
154,Northern Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
154,Northern Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
154,Northern Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
154,Northern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,3.6
154,Northern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,3.6
154,Northern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,3.8
154,Northern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,3.8
039,Southern Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,3.35
039,Southern Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
039,Southern Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
039,Southern Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
039,Southern Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
039,Southern Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
039,Southern Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
039,Southern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,11.0
039,Southern Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,11.2
039,Southern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,16.9
039,Southern Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,17.1
155,Western Europe,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,2.52
155,Western Europe,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
155,Western Europe,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
155,Western Europe,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
155,Western Europe,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
155,Western Europe,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
155,Western Europe,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
155,Western Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,2.4
155,Western Europe,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,2.5
155,Western Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,4.8
155,Western Europe,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,4.9
009,Oceania,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,2.84
009,Oceania,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
009,Oceania,"Cost of animal source foods, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
009,Oceania,"Cost of legumes, nuts and seeds, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
009,Oceania,"Cost of vegetables, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
009,Oceania,"Cost of fruits, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
009,Oceania,"Cost of oils and fats, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
009,Oceania,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,17.8
009,Oceania,"Prevalence of unaffordability (PUA), percent",Value,%,Y2019,18.0
009,Oceania,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,7.8
009,Oceania,"Number of people unable to afford a healthy diet (NUA), million",Value,million No,Y2019,7.8
053,Australia and New Zealand,"Cost of a healthy diet (CoHD), PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,2.55
053,Australia and New Zealand,"Cost of starchy staples, PPP dollar per person per day",Value,Int$ (PPP) per person per day,Y2019,0.0
